"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"24/01/2025","12.208,14","12.210,04","12.244,87","12.184,11","","0,02%"
"23/01/2025","12.205,62","12.146,95","12.211,20","12.136,46","","0,47%"
"22/01/2025","12.148,60","12.088,20","12.170,79","12.081,74","","0,55%"
"21/01/2025","12.082,32","11.995,74","12.088,42","11.975,40","","0,76%"
"20/01/2025","11.990,76","11.950,42","12.005,35","11.947,48","","0,28%"
"17/01/2025","11.957,17","11.859,77","11.981,33","11.848,62","","0,83%"
"16/01/2025","11.858,94","11.849,19","11.898,92","11.837,90","","0,07%"
"15/01/2025","11.851,12","11.656,82","11.866,31","11.655,71","","1,69%"
"14/01/2025","11.654,25","11.645,40","11.696,47","11.595,70","","0,21%"
"13/01/2025","11.630,33","11.638,47","11.638,94","11.534,67","","-0,09%"
"10/01/2025","11.640,78","11.810,02","11.810,82","11.608,72","","-1,43%"
"09/01/2025","11.810,00","11.813,41","11.814,67","11.789,61","","0,00%"
"08/01/2025","11.810,10","11.805,63","11.826,64","11.742,73","","-0,03%"
"07/01/2025","11.814,15","11.907,64","11.962,10","11.782,06","","-0,78%"
"06/01/2025","11.907,62","11.828,81","11.976,68","11.821,45","","0,69%"
"03/01/2025","11.825,99","11.713,58","11.839,89","11.709,18","","0,94%"
"02/01/2025","11.715,33","11.730,23","11.813,67","11.652,48","","-0,14%"
"01/01/2025","11.731,29","11.731,17","11.731,33","11.731,13","","0,00%"
"31/12/2024","11.731,17","11.771,65","11.807,91","11.711,27","","-0,29%"
"30/12/2024","11.765,52","11.881,12","11.882,02","11.706,98","","-0,97%"
"27/12/2024","11.880,49","11.956,20","11.981,33","11.820,38","","-0,61%"
"26/12/2024","11.953,03","11.956,03","11.971,93","11.909,19","","0,01%"
"25/12/2024","11.952,03","11.953,54","11.956,12","11.948,90","","0,02%"
"24/12/2024","11.950,02","11.850,18","11.953,54","11.847,82","","0,88%"
"23/12/2024","11.846,35","11.782,11","11.856,00","11.736,71","","0,59%"
"20/12/2024","11.776,71","11.686,77","11.860,96","11.602,59","","0,74%"
"19/12/2024","11.690,45","11.729,18","11.807,46","11.686,75","","-0,65%"
"18/12/2024","11.767,18","12.057,21","12.077,76","11.737,00","","-2,40%"
"17/12/2024","12.056,98","12.103,29","12.112,08","12.035,26","","-0,39%"
"16/12/2024","12.103,92","12.074,03","12.121,44","12.061,31","","0,26%"
"13/12/2024","12.072,29","12.092,11","12.121,59","12.048,16","","-0,22%"
"12/12/2024","12.099,30","12.161,02","12.166,30","12.093,17","","-0,42%"
"11/12/2024","12.150,80","12.074,42","12.164,86","12.062,65","","0,67%"
"10/12/2024","12.069,64","12.126,66","12.129,87","12.067,76","","-0,54%"
"09/12/2024","12.135,60","12.188,60","12.201,18","12.120,27","","-0,44%"
"06/12/2024","12.189,75","12.170,67","12.207,76","12.160,66","","0,18%"
"05/12/2024","12.168,16","12.168,81","12.199,05","12.167,50","","-0,03%"
"04/12/2024","12.171,64","12.107,18","12.172,38","12.093,15","","0,51%"
"03/12/2024","12.109,48","12.077,97","12.112,21","12.077,97","","0,33%"
"02/12/2024","12.069,99","12.046,31","12.090,30","12.036,58","","0,21%"
"29/11/2024","12.045,07","11.978,79","12.064,25","11.977,67","","0,56%"
"28/11/2024","11.978,41","11.964,80","11.980,24","11.962,35","","0,09%"
"27/11/2024","11.967,92","11.984,19","11.996,27","11.948,20","","-0,11%"
"26/11/2024","11.980,93","11.956,54","11.985,11","11.926,64","","0,23%"
"25/11/2024","11.953,58","11.918,79","12.012,92","11.917,40","","0,42%"
"22/11/2024","11.903,44","11.857,30","11.911,91","11.845,98","","0,33%"
"21/11/2024","11.863,74","11.804,19","11.879,77","11.769,44","","0,57%"
"20/11/2024","11.797,02","11.817,29","11.819,01","11.711,79","","-0,16%"
"19/11/2024","11.816,24","11.774,79","11.821,77","11.705,39","","0,42%"
"18/11/2024","11.766,87","11.720,84","11.787,67","11.709,81","","0,37%"
"15/11/2024","11.724,03","11.845,90","11.858,38","11.701,65","","-1,11%"
"14/11/2024","11.856,20","11.894,27","11.924,74","11.834,94","","-0,37%"
"13/11/2024","11.900,17","11.918,75","11.931,04","11.861,01","","-0,16%"
"12/11/2024","11.919,14","11.994,41","11.997,40","11.879,99","","-0,58%"
"11/11/2024","11.988,16","11.967,22","12.012,98","11.957,28","","0,11%"
"08/11/2024","11.974,99","11.960,55","11.990,47","11.939,67","","0,12%"
"07/11/2024","11.961,21","11.846,18","11.976,82","11.844,66","","0,95%"
"06/11/2024","11.849,08","11.673,52","11.857,14","11.626,12","","1,60%"
"05/11/2024","11.662,06","11.540,94","11.668,48","11.538,52","","1,01%"
"04/11/2024","11.545,64","11.564,15","11.594,29","11.517,16","","-0,10%"
"01/11/2024","11.557,63","11.523,90","11.625,81","11.503,77","","0,36%"
"31/10/2024","11.516,61","11.699,72","11.701,79","11.516,61","","-1,59%"
"30/10/2024","11.702,76","11.743,24","11.762,39","11.690,25","","-0,31%"
"29/10/2024","11.738,87","11.737,12","11.759,25","11.693,90","","0,03%"
"28/10/2024","11.734,83","11.687,21","11.764,41","11.687,21","","0,29%"
"25/10/2024","11.700,64","11.709,23","11.786,67","11.682,35","","-0,04%"
"24/10/2024","11.704,89","11.675,14","11.723,85","11.667,23","","0,26%"
"23/10/2024","11.674,34","11.779,64","11.781,73","11.621,44","","-0,90%"
"22/10/2024","11.780,73","11.799,91","11.801,46","11.739,06","","-0,24%"
"21/10/2024","11.808,90","11.852,39","11.855,22","11.763,77","","-0,34%"
"18/10/2024","11.848,95","11.799,15","11.860,50","11.797,54","","0,41%"
"17/10/2024","11.800,63","11.789,41","11.857,45","11.788,71","","0,07%"
"16/10/2024","11.792,35","11.767,27","11.794,95","11.745,87","","0,19%"
"15/10/2024","11.770,50","11.849,33","11.865,75","11.752,46","","-0,66%"
"14/10/2024","11.849,10","11.777,34","11.863,43","11.772,90","","0,58%"
"11/10/2024","11.781,00","11.718,52","11.791,92","11.709,93","","0,57%"
"10/10/2024","11.713,97","11.734,40","11.738,22","11.688,17","","-0,14%"
"09/10/2024","11.729,96","11.664,22","11.732,70","11.649,29","","0,59%"
"08/10/2024","11.660,76","11.614,30","11.671,78","11.577,62","","0,43%"
"07/10/2024","11.611,39","11.671,70","11.697,59","11.596,22","","-0,53%"
"04/10/2024","11.673,38","11.604,67","11.675,20","11.587,78","","0,62%"
"03/10/2024","11.601,78","11.633,05","11.647,66","11.572,66","","-0,27%"
"02/10/2024","11.633,34","11.649,43","11.656,34","11.576,14","","-0,20%"
"01/10/2024","11.656,74","11.744,47","11.753,26","11.609,35","","-0,79%"
"30/09/2024","11.749,69","11.759,39","11.759,95","11.650,16","","-0,10%"
"27/09/2024","11.760,98","11.738,21","11.800,44","11.732,36","","0,22%"
"26/09/2024","11.735,27","11.650,34","11.764,26","11.650,08","","0,67%"
"25/09/2024","11.656,95","11.689,56","11.694,08","11.633,75","","-0,17%"
"24/09/2024","11.676,99","11.634,47","11.687,45","11.620,93","","0,38%"
"23/09/2024","11.632,79","11.599,05","11.641,75","11.590,37","","0,31%"
"20/09/2024","11.596,36","11.646,66","11.660,17","11.551,54","","-0,34%"
"19/09/2024","11.636,27","11.446,96","11.669,70","11.443,28","","1,65%"
"18/09/2024","11.447,03","11.482,71","11.562,74","11.434,42","","-0,30%"
"17/09/2024","11.481,01","11.483,50","11.535,89","11.447,46","","-0,01%"
"16/09/2024","11.481,60","11.460,04","11.486,42","11.438,12","","0,17%"
"13/09/2024","11.461,84","11.397,99","11.473,58","11.395,78","","0,66%"
"12/09/2024","11.386,28","11.281,32","11.400,22","11.281,32","","0,92%"
"11/09/2024","11.282,46","11.199,43","11.289,93","11.052,63","","0,75%"
"10/09/2024","11.198,37","11.179,34","11.205,62","11.120,60","","0,16%"
"09/09/2024","11.180,42","11.080,70","11.202,41","11.060,47","","0,80%"
"06/09/2024","11.091,87","11.253,40","11.280,02","11.072,38","","-1,36%"
"05/09/2024","11.245,32","11.281,24","11.320,54","11.218,22","","-0,35%"
"04/09/2024","11.284,27","11.332,57","11.336,54","11.254,05","","-0,42%"
"03/09/2024","11.332,12","11.533,01","11.539,87","11.296,63","","-1,74%"
"02/09/2024","11.532,73","11.534,55","11.536,88","11.522,57","","-0,05%"
"30/08/2024","11.538,38","11.451,10","11.538,38","11.430,66","","0,81%"
"29/08/2024","11.445,79","11.438,26","11.533,28","11.436,88","","0,03%"
"28/08/2024","11.441,91","11.494,73","11.501,00","11.390,68","","-0,44%"
"27/08/2024","11.492,42","11.471,46","11.504,84","11.441,72","","0,15%"
"26/08/2024","11.474,68","11.503,80","11.524,15","11.450,83","","-0,21%"
"23/08/2024","11.498,80","11.367,87","11.510,28","11.367,19","","1,16%"
"22/08/2024","11.366,53","11.445,28","11.482,23","11.350,21","","-0,63%"
"21/08/2024","11.438,70","11.390,16","11.460,97","11.387,54","","0,42%"
"20/08/2024","11.390,95","11.406,38","11.429,53","11.375,38","","-0,07%"
"19/08/2024","11.398,99","11.295,81","11.401,32","11.293,22","","0,96%"
"16/08/2024","11.290,54","11.238,36","11.306,08","11.238,36","","0,46%"
"15/08/2024","11.238,91","11.084,56","11.240,37","11.083,90","","1,33%"
"14/08/2024","11.091,37","11.035,60","11.097,90","11.026,86","","0,59%"
"13/08/2024","11.026,58","10.858,18","11.036,71","10.858,18","","1,61%"
"12/08/2024","10.851,47","10.850,49","10.895,00","10.818,94","","-0,03%"
"09/08/2024","10.854,85","10.795,59","10.872,59","10.779,38","","0,59%"
"08/08/2024","10.791,25","10.613,94","10.804,51","10.592,40","","1,65%"
"07/08/2024","10.615,60","10.637,97","10.815,58","10.609,63","","-0,25%"
"06/08/2024","10.642,45","10.507,99","10.746,77","10.507,99","","1,14%"
"05/08/2024","10.522,16","10.855,57","10.856,31","10.430,36","","-3,07%"
"02/08/2024","10.855,62","11.069,96","11.070,12","10.783,61","","-1,97%"
"01/08/2024","11.073,39","11.242,03","11.277,68","11.015,04","","-1,49%"
"31/07/2024","11.241,27","11.069,10","11.288,72","11.063,68","","1,63%"
"30/07/2024","11.060,74","11.095,98","11.147,11","11.018,48","","-0,34%"
"29/07/2024","11.098,81","11.093,16","11.142,85","11.073,15","","0,07%"
"26/07/2024","11.090,99","10.982,46","11.133,27","10.980,49","","0,96%"
"25/07/2024","10.985,90","11.052,40","11.123,90","10.955,34","","-0,71%"
"24/07/2024","11.064,72","11.265,93","11.269,56","11.050,06","","-1,81%"
"23/07/2024","11.268,87","11.284,42","11.313,30","11.263,71","","-0,11%"
"22/07/2024","11.280,81","11.184,15","11.288,90","11.170,45","","0,87%"
"19/07/2024","11.182,99","11.255,76","11.257,71","11.169,95","","-0,73%"
"18/07/2024","11.264,69","11.355,51","11.383,61","11.223,91","","-0,77%"
"17/07/2024","11.352,46","11.471,92","11.482,80","11.349,85","","-0,97%"
"16/07/2024","11.463,11","11.417,50","11.472,69","11.399,44","","0,37%"
"15/07/2024","11.421,02","11.406,31","11.474,95","11.393,52","","0,06%"
"12/07/2024","11.413,95","11.339,31","11.470,83","11.330,31","","0,59%"
"11/07/2024","11.346,69","11.378,43","11.435,18","11.329,73","","-0,20%"
"10/07/2024","11.369,95","11.261,11","11.372,38","11.259,41","","0,97%"
"09/07/2024","11.261,25","11.270,36","11.287,19","11.257,43","","-0,09%"
"08/07/2024","11.271,69","11.268,00","11.293,63","11.253,72","","0,05%"
"05/07/2024","11.265,86","11.227,83","11.275,12","11.207,28","","0,33%"
"04/07/2024","11.228,68","11.205,73","11.230,97","11.205,73","","0,20%"
"03/07/2024","11.206,11","11.130,61","11.206,45","11.128,27","","0,70%"
"02/07/2024","11.128,06","11.075,08","11.130,55","11.048,70","","0,50%"
"01/07/2024","11.072,89","11.052,55","11.093,79","11.031,90","","0,24%"
"28/06/2024","11.046,60","11.078,00","11.144,64","11.029,76","","-0,28%"
"27/06/2024","11.077,37","11.067,61","11.093,90","11.051,99","","0,06%"
"26/06/2024","11.070,78","11.074,28","11.085,72","11.028,49","","-0,01%"
"25/06/2024","11.072,40","11.039,19","11.080,62","11.037,39","","0,34%"
"24/06/2024","11.035,34","11.030,17","11.103,45","11.029,18","","0,04%"
"21/06/2024","11.031,22","11.066,45","11.069,65","11.008,87","","-0,33%"
"20/06/2024","11.068,26","11.077,77","11.111,79","11.037,53","","-0,11%"
"19/06/2024","11.080,54","11.082,12","11.086,54","11.077,45","","0,03%"
"18/06/2024","11.077,22","11.043,33","11.083,87","11.039,48","","0,41%"
"17/06/2024","11.031,56","10.976,37","11.058,64","10.952,20","","0,47%"
"14/06/2024","10.979,84","11.011,16","11.014,18","10.930,95","","-0,34%"
"13/06/2024","11.017,34","11.044,11","11.044,65","10.969,26","","-0,33%"
"12/06/2024","11.054,31","10.939,34","11.096,28","10.936,17","","1,05%"
"11/06/2024","10.939,82","10.952,16","10.952,83","10.864,52","","-0,07%"
"10/06/2024","10.946,94","10.932,74","10.958,67","10.894,74","","0,11%"
"07/06/2024","10.935,13","10.973,53","10.979,85","10.913,59","","-0,31%"
"06/06/2024","10.969,24","10.957,25","10.983,23","10.949,20","","0,19%"
"05/06/2024","10.947,97","10.849,93","10.952,86","10.841,11","","0,86%"
"04/06/2024","10.854,33","10.856,52","10.867,08","10.804,49","","0,01%"
"03/06/2024","10.853,03","10.831,82","10.884,47","10.781,95","","0,25%"
"31/05/2024","10.826,31","10.747,15","10.829,71","10.694,05","","0,73%"
"30/05/2024","10.747,49","10.768,05","10.786,55","10.724,00","","-0,27%"
"29/05/2024","10.776,85","10.877,52","10.879,45","10.770,74","","-0,99%"
"28/05/2024","10.884,85","10.894,65","10.909,35","10.842,95","","-0,09%"
"27/05/2024","10.895,16","10.878,25","10.895,16","10.877,79","","0,18%"
"24/05/2024","10.875,98","10.816,83","10.889,92","10.800,82","","0,46%"
"23/05/2024","10.826,29","10.882,37","10.951,44","10.805,02","","-0,55%"
"22/05/2024","10.885,98","10.926,17","10.928,65","10.852,32","","-0,41%"
"21/05/2024","10.930,61","10.919,94","10.931,35","10.889,82","","0,09%"
"20/05/2024","10.920,96","10.903,54","10.943,01","10.902,86","","0,14%"
"17/05/2024","10.905,16","10.889,46","10.905,16","10.874,02","","0,12%"
"16/05/2024","10.892,42","10.915,99","10.933,56","10.890,42","","-0,07%"
"15/05/2024","10.900,39","10.783,16","10.912,95","10.783,16","","1,09%"
"14/05/2024","10.782,65","10.735,62","10.787,25","10.724,70","","0,42%"
"13/05/2024","10.737,44","10.733,29","10.759,77","10.719,88","","0,05%"
"10/05/2024","10.732,13","10.709,31","10.766,37","10.706,72","","0,27%"
"09/05/2024","10.703,33","10.652,84","10.707,68","10.643,61","","0,49%"
"08/05/2024","10.650,64","10.658,42","10.658,43","10.616,81","","-0,18%"
"07/05/2024","10.669,33","10.633,77","10.684,69","10.629,74","","0,32%"
"06/05/2024","10.635,25","10.536,22","10.635,25","10.535,73","","0,89%"
"03/05/2024","10.541,33","10.429,82","10.567,07","10.428,16","","1,20%"
"02/05/2024","10.416,48","10.342,07","10.442,50","10.330,46","","0,85%"
"01/05/2024","10.328,21","10.351,64","10.455,11","10.317,47","","-0,34%"
"30/04/2024","10.363,55","10.498,19","10.509,18","10.356,70","","-1,23%"
"29/04/2024","10.492,98","10.456,88","10.504,67","10.452,62","","0,37%"
"26/04/2024","10.454,50","10.367,17","10.476,91","10.363,04","","0,87%"
"25/04/2024","10.364,08","10.413,96","10.415,57","10.260,60","","-0,49%"
"24/04/2024","10.415,54","10.415,88","10.454,02","10.378,46","","0,03%"
"23/04/2024","10.412,57","10.291,37","10.423,58","10.288,40","","1,24%"
"22/04/2024","10.285,13","10.201,78","10.330,69","10.201,78","","0,83%"
"19/04/2024","10.200,14","10.270,86","10.276,94","10.175,03","","-0,74%"
"18/04/2024","10.276,38","10.284,00","10.347,66","10.259,88","","-0,03%"
"17/04/2024","10.279,00","10.329,74","10.377,93","10.259,42","","-0,49%"
"16/04/2024","10.329,18","10.388,15","10.388,28","10.307,29","","-0,61%"
"15/04/2024","10.392,99","10.492,54","10.571,10","10.378,18","","-0,99%"
"12/04/2024","10.497,26","10.629,39","10.639,91","10.472,49","","-1,17%"
"11/04/2024","10.621,38","10.575,67","10.646,53","10.528,65","","0,35%"
"10/04/2024","10.584,78","10.683,89","10.697,33","10.546,35","","-0,95%"
"09/04/2024","10.686,02","10.679,32","10.721,53","10.609,64","","0,11%"
"08/04/2024","10.674,23","10.658,14","10.697,71","10.657,79","","0,19%"
"05/04/2024","10.654,20","10.598,78","10.683,68","10.554,87","","0,48%"
"04/04/2024","10.603,74","10.680,84","10.765,40","10.596,98","","-0,68%"
"03/04/2024","10.675,95","10.656,74","10.703,51","10.637,17","","0,19%"
"02/04/2024","10.656,23","10.721,74","10.732,64","10.624,44","","-0,62%"
"01/04/2024","10.722,70","10.766,44","10.766,60","10.698,07","","-0,38%"
"29/03/2024","10.763,35","10.760,40","10.763,35","10.758,26","","0,03%"
"28/03/2024","10.760,29","10.754,35","10.773,03","10.745,14","","0,05%"
"27/03/2024","10.754,99","10.685,84","10.757,90","10.683,79","","0,68%"
"26/03/2024","10.682,79","10.700,19","10.733,32","10.681,24","","-0,17%"
"25/03/2024","10.701,14","10.725,16","10.727,40","10.692,96","","-0,23%"
"22/03/2024","10.725,74","10.747,88","10.751,77","10.718,30","","-0,18%"
"21/03/2024","10.745,10","10.702,62","10.779,62","10.702,62","","0,59%"
"20/03/2024","10.682,40","10.614,99","10.702,14","10.597,61","","0,64%"
"19/03/2024","10.613,98","10.573,14","10.617,04","10.538,46","","0,38%"
"18/03/2024","10.574,22","10.518,90","10.612,43","10.517,45","","0,53%"
"15/03/2024","10.518,90","10.577,31","10.584,96","10.501,04","","-0,57%"
"14/03/2024","10.579,43","10.620,57","10.635,39","10.535,88","","-0,38%"
"13/03/2024","10.619,42","10.624,73","10.644,10","10.602,33","","-0,03%"
"12/03/2024","10.622,38","10.527,77","10.630,26","10.515,82","","0,90%"
"11/03/2024","10.527,78","10.562,24","10.562,81","10.479,56","","-0,39%"
"08/03/2024","10.568,48","10.607,37","10.670,79","10.552,71","","-0,32%"
"07/03/2024","10.602,80","10.490,45","10.616,51","10.487,61","","1,06%"
"06/03/2024","10.491,78","10.422,54","10.527,44","10.420,74","","0,60%"
"05/03/2024","10.429,26","10.506,11","10.507,47","10.392,40","","-0,74%"
"04/03/2024","10.507,34","10.513,69","10.533,88","10.496,02","","-0,05%"
"01/03/2024","10.512,66","10.422,38","10.518,44","10.421,09","","0,81%"
"29/02/2024","10.428,24","10.382,88","10.439,45","10.374,96","","0,45%"
"28/02/2024","10.381,24","10.408,56","10.409,26","10.363,45","","-0,27%"
"27/02/2024","10.409,10","10.390,33","10.411,30","10.378,73","","0,19%"
"26/02/2024","10.389,86","10.418,51","10.429,19","10.388,48","","-0,24%"
"23/02/2024","10.415,30","10.407,66","10.447,67","10.399,88","","0,13%"
"22/02/2024","10.402,09","10.223,68","10.415,52","10.222,86","","1,77%"
"21/02/2024","10.220,82","10.221,97","10.225,61","10.170,13","","-0,06%"
"20/02/2024","10.226,89","10.267,48","10.274,50","10.192,16","","-0,38%"
"19/02/2024","10.265,71","10.262,32","10.268,25","10.262,01","","0,05%"
"16/02/2024","10.260,27","10.277,75","10.314,39","10.242,81","","-0,13%"
"15/02/2024","10.273,90","10.199,34","10.279,55","10.199,32","","0,76%"
"14/02/2024","10.196,83","10.113,91","10.200,82","10.102,64","","0,80%"
"13/02/2024","10.116,34","10.247,72","10.258,43","10.063,32","","-1,24%"
"12/02/2024","10.242,90","10.244,04","10.286,33","10.238,09","","-0,01%"
"09/02/2024","10.244,13","10.198,51","10.250,30","10.195,93","","0,48%"
"08/02/2024","10.195,46","10.191,51","10.202,13","10.178,31","","0,04%"
"07/02/2024","10.191,45","10.133,12","10.198,77","10.129,81","","0,63%"
"06/02/2024","10.127,22","10.096,25","10.132,14","10.089,92","","0,34%"
"05/02/2024","10.092,80","10.131,56","10.139,52","10.052,66","","-0,43%"
"02/02/2024","10.136,68","10.080,05","10.157,60","10.045,77","","0,65%"
"01/02/2024","10.071,38","9.982,05","10.080,27","9.967,90","","0,67%"
"31/01/2024","10.004,09","10.106,72","10.123,19","9.986,58","","-0,97%"
"30/01/2024","10.102,05","10.107,77","10.117,53","10.089,60","","0,02%"
"29/01/2024","10.100,25","10.033,96","10.109,82","10.033,01","","0,63%"
"26/01/2024","10.037,36","10.027,67","10.060,98","10.013,38","","0,12%"
"25/01/2024","10.025,14","9.991,83","10.036,25","9.984,40","","0,28%"
"24/01/2024","9.997,49","9.962,52","10.051,71","9.958,75","","0,40%"
"23/01/2024","9.957,80","9.949,15","9.963,65","9.927,91","","0,06%"
"22/01/2024","9.952,06","9.911,62","9.980,91","9.911,62","","0,44%"
"19/01/2024","9.908,92","9.813,69","9.912,43","9.813,59","","1,03%"
"18/01/2024","9.808,29","9.742,41","9.816,93","9.741,61","","0,73%"
"17/01/2024","9.736,78","9.814,01","9.823,08","9.702,80","","-0,81%"
